point_id,Morphology,Size,Class2,Type,Detail,Type2,Sample,No,Group,Year,Month,Day,Event
20,irregular,1.15,2.5,N-rich,,N-rich,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
21,irregular,3.12,4,Fe-rich,,Fe-rich,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
22,irregular,2.05,2.5,Carbonaceous,Fe-rich,Carbonaceous,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
23,spherical,0.388,1,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
24,irregular,1.11,2.5,Fe-rich,,Fe-rich,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
25,irregular,0.879,1,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
26,irregular,0.697,1,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
27,irregular,0.541,1,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
28,irregular,0.539,1,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
29,irregular,1.63,2.5,Fe-rich,,Fe-rich,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
30,spherical,0.616,1,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
31,spherical,0.962,1,Mineral,,Mineral,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
32,irregular,0.594,1,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
33,spherical,0.525,1,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
34,irregular,1.67,2.5,Mineral,,Mineral,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
35,irregular,1.32,2.5,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
36,irregular,1.61,2.5,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
37,irregular,1.26,2.5,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
38,chainlike,0.668,1,Mineral,,Mineral,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
39,chainlike,0.78,1,Mineral,,Mineral,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
40,irregular,1.5,2.5,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
41,spherical,0.621,1,Fe-rich,,Fe-rich,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
42,irregular,1.37,2.5,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
43,irregular,0.912,1,Fe-rich,,Fe-rich,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
44,irregular,1.23,2.5,Fe-rich,,Fe-rich,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
45,irregular,0.817,1,N-rich,,N-rich,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
46,irregular,0.925,1,Rare earth metal,,Others,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
47,irregular,0.983,1,Mineral,,Mineral,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
48,irregular,1.23,2.5,Fe-rich,,Fe-rich,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
49,irregular,0.984,1,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
50,irregular,1.53,2.5,Transition metal,,Transition metal,"18. Seoul (01.13, event)",18,Seoul,2021,1,13,Event
1,irregular,0.545,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
2,irregular,0.404,1,N-rich,,N-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
3,irregular,1.3,2.5,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
4,irregular,0.807,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
5,spherical,0.663,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
6,irregular,0.888,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
7,spherical,0.819,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
8,irregular,0.787,1,Transition metal,,Transition metal,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
9,irregular,0.479,1,Transition metal,,Transition metal,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
10,irregular,0.778,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
11,irregular,1.12,2.5,Transition metal,,Transition metal,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
12,irregular,0.4,1,Fly ash,,Others,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
13,irregular,0.655,1,Ca-rich,,Others,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
14,spherical,0.451,1,Fly ash,,Others,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
15,spherical,0.854,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
16,spherical,0.792,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
17,spherical,0.621,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
18,irregular,0.952,1,Rare earth metal,,Others,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
19,irregular,0.595,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
20,spherical,0.663,1,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
21,irregular,0.795,1,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
22,spherical,0.595,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
23,spherical,0.776,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
24,irregular,0.98,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
25,irregular,0.64,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
26,spherical,0.768,1,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
27,cluster,1.61,2.5,Transition metal,,Transition metal,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
28,cluster,0.786,1,Transition metal,,Transition metal,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
29,irregular,0.382,1,Transition metal,,Transition metal,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
30,irregular,0.629,1,Rare earth metal,,Others,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
31,irregular,0.662,1,Transition metal,,Transition metal,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
32,cluster,0.681,1,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
33,irregular,0.336,1,Transition metal,,Transition metal,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
34,irregular,1.61,2.5,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
35,irregular,0.745,1,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
36,irregular,1.64,2.5,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
37,irregular,0.939,1,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
38,irregular,0.635,1,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
39,spherical,0.422,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
40,irregular,1.46,2.5,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
41,irregular,1.19,2.5,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
42,irregular,1.27,2.5,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
43,irregular,0.724,1,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
44,irregular,1.58,2.5,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
45,cluster,2.26,2.5,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
46,spherical,0.378,1,N-rich,,N-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
47,irregular,1.16,2.5,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
48,cluster,1.33,2.5,Mineral,,Mineral,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
49,spherical,0.575,1,Fe-rich,,Fe-rich,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
50,irregular,0.398,1,Transition metal,,Transition metal,"19. Beijing (01.13, event)",19,Beijing,2021,1,13,Event
1,irregular,0.431,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
2,spherical,0.776,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
3,irregular,0.616,1,Carbonaceous,N-rich,Carbonaceous,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
4,cluster,0.454,1,Calcium Sulfate,,Others,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
5,irregular,1.08,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
6,irregular,0.338,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
7,irregular,2.06,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
8,irregular,0.81,1,Carbonaceous,,Carbonaceous,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
9,irregular,0.4,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
10,cluster,0.074,1,Carbonaceous,,Carbonaceous,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
11,cluster,0.565,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
12,spherical,1.05,2.5,Carbonaceous,mineral,Carbonaceous,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
13,spherical,1.19,2.5,Flourine compound,,Others,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
14,cluster,1.71,2.5,Carbonaceous,mineral,Carbonaceous,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
15,cluster,0.999,1,Flourine compound,,Others,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
16,irregular,1.83,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
17,irregular,1.59,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
18,irregular,2.13,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
19,irregular,1.47,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
20,irregular,2.03,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
21,irregular,0.87,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
22,irregular,2.23,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
23,irregular,1.37,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
24,irregular,1.71,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
25,irregular,0.989,1,Carbonaceous,mineral,Carbonaceous,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
26,cluster,0.868,1,Calcium Sulfate,,Others,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
27,irregular,0.338,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
28,irregular,0.888,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
29,irregular,1.23,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
30,irregular,1.4,2.5,Calcium Sulfate,,Others,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
31,spherical,0.485,1,Carbonaceous,mineral,Carbonaceous,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
32,irregular,1.06,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
33,irregular,1.17,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
34,irregular,2.1,2.5,Calcium Sulfate,,Others,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
35,irregular,1.52,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
36,cluster,0.55,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
37,irregular,0.847,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
38,irregular,1.65,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
39,irregular,0.912,1,Calcium Sulfate,,Others,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
40,irregular,2.48,2.5,Calcium Sulfate,,Others,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
41,spherical,0.323,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
42,cluster,2.16,2.5,sulfate,,Others,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
43,cluster,0.572,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
44,irregular,1.4,2.5,Flourine compound,,Others,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
45,irregular,0.824,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
46,spherical,1.02,2.5,Carbonaceous,mineral,Carbonaceous,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
47,spherical,0.566,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
48,cluster,2.09,2.5,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
49,irregular,0.677,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
50,irregular,0.557,1,Mineral,,Mineral,"2. Beijing (12.15, non-event)",2,Beijing,2020,12,15,Non-event
1,irregular,1.09,2.5,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
2,spherical,0.688,1,N-rich,,N-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
3,spherical,0.717,1,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
4,irregular,0.533,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
5,spherical,0.338,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
6,irregular,0.822,1,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
7,spherical,0.615,1,Fly ash,,Others,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
8,irregular,1.04,2.5,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
9,irregular,1.16,2.5,Mineral,,Mineral,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
10,irregular,1.14,2.5,N-rich,,N-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
11,irregular,0.455,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
12,cluster,0.292,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
13,cluster,0.416,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
14,irregular,0.391,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
15,irregular,1.08,2.5,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
16,irregular,0.98,1,Rare earth metal,,Others,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
17,irregular,1.19,2.5,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
18,spherical,0.501,1,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
19,spherical,0.383,1,N-rich,,N-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
20,spherical,0.567,1,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
21,irregular,0.74,1,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
22,irregular,0.879,1,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
23,spherical,0.898,1,Mineral,,Mineral,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
24,irregular,1.52,2.5,Mineral,,Mineral,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
25,irregular,1.64,2.5,Rare earth metal,,Others,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
26,irregular,1.66,2.5,Mineral,,Mineral,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
27,spherical,0.257,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
28,cluster,0.803,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
29,spherical,0.41,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
30,irregular,0.576,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
31,spherical,0.709,1,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
32,irregular,0.977,1,Mineral,,Mineral,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
33,spherical,0.582,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
34,irregular,0.783,1,Rare earth metal,,Others,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
35,spherical,0.33,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
36,irregular,0.929,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
37,spherical,0.695,1,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
38,irregular,1.57,2.5,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
39,spherical,0.828,1,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
40,irregular,1.22,2.5,Rare earth metal,,Others,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
41,irregular,2.12,2.5,Mineral,,Mineral,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
42,irregular,0.376,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
43,irregular,1.9,2.5,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
44,spherical,0.365,1,Mineral,,Mineral,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
45,spherical,0.888,1,Mineral,,Mineral,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
46,irregular,1.04,2.5,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
47,irregular,0.784,1,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
48,irregular,1.66,2.5,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
49,irregular,1.11,2.5,Fe-rich,,Fe-rich,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
50,irregular,0.586,1,Transition metal,,Transition metal,"20. Seosan (01.13, event)",20,Seosan,2021,1,13,Event
1,irregular,2.22,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
2,spherical,1.2,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
3,irregular,1.57,2.5,N-rich,,N-rich,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
4,irregular,2.25,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
5,spherical,1.34,2.5,Carbonaceous,Ca-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
6,chainlike,1.63,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
7,irregular,1.7,2.5,Fe-rich,,Fe-rich,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
8,irregular,2.74,4,Mineral,,Mineral,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
9,irregular,1.26,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
10,spherical,1.65,2.5,Ca-rich,,Others,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
11,irregular,1.32,2.5,Carbonaceous,Transition metal,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
12,chainlike,1.92,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
13,irregular,0.875,1,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
14,spherical,2.49,2.5,Mineral,,Mineral,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
15,cluster,3.35,4,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
16,irregular,1.23,2.5,Carbonaceous,Mineral,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
17,cluster,1.6,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
18,cluster,2.41,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
19,irregular,2.45,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
20,chainlike,1.67,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
21,irregular,0.916,1,Transition metal,,Transition metal,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
22,irregular,1.51,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
23,irregular,1.93,2.5,Carbonaceous,Mineral,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
24,irregular,2.2,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
25,irregular,1.59,2.5,Fe-rich,,Fe-rich,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
26,irregular,1.21,2.5,Carbonaceous,Fe-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
27,cluster,2.18,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
28,cluster,2.37,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
29,spherical,1.59,2.5,Mineral,,Mineral,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
30,spherical,1.16,2.5,Carbonaceous,Ca-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
31,spherical,1.47,2.5,Carbonaceous,Fe-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
32,irregular,1.31,2.5,Transition metal,,Transition metal,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
33,irregular,1.53,2.5,Transition metal,,Transition metal,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
34,spherical,1.74,2.5,Mineral,,Mineral,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
35,irregular,1.91,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
36,spherical,1.44,2.5,Carbonaceous,Mineral,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
37,spherical,1.86,2.5,Mineral,,Mineral,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
38,irregular,2.39,2.5,Carbonaceous,Sulfate,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
39,spherical,1.42,2.5,Carbonaceous,Ca-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
40,irregular,1.96,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
41,irregular,1.84,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
42,irregular,1.58,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
43,spherical,0.778,1,Carbonaceous,Fe-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
44,irregular,2.16,2.5,Cl-rich,,Others,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
45,spherical,2.17,2.5,Ca-rich,,Others,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
46,cluster,2.02,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
47,cluster,2.59,4,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
